#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:dna" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:dna" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:dna" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.dna" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:dna" name="distribution" x="@birthRate.t:dna">
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.05" name="M" spec="beast.core.parameter.RealParameter">5.5</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="5.0">0.048</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="FrequenciesPrior.s:dna" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.0" spec="beast.math.distributions.Dirichlet">
#                <parameter dimension="4" id="RealParameter.011" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="0.0">4.0 4.0 4.0 4.0</parameter>
#            </distr>
#        </prior>
#        <prior id="KappaPrior.s:dna" name="distribution">
#            <parameter id="kappa.s:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:dna" name="distribution">
#            <parameter id="ucldStdev.c:dna" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.07" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.08" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	rateCategories.1	rateCategories.2	rateCategories.3	rateCategories.4	rateCategories.5	rateCategories.6	rateCategories.7	rateCategories.8	rateCategories.9	rateCategories.10	rateCategories.11	rateCategories.12	rateCategories.13	rateCategories.14	rateCategories.15	rateCategories.16	rateCategories.17	rateCategories.18	rateCategories.19	rateCategories.20	rateCategories.21	rateCategories.22	rateCategories.23	rateCategories.24	rateCategories.25	rateCategories.26	rateCategories.27	rateCategories.28	rateCategories.29	rateCategories.30	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
3000000	15.04414258561989	NaN	15.04414258561989	NaN	0.3081821825356303	13.076794034483083	5.627127481736844	0.04940119565191188	0.9443102591540232	0.03774628533876379	0.2012511061968705	46	16	93	53	66	84	97	35	46	13	42	28	84	24	3	23	82	57	12	0	99	32	62	33	79	19	33	16	91	41	4.799970264496902	0.21341358230318272	0.34443536051767787	0.12655375181671927	0.3155973053624194
3100000	9.72455860118956	NaN	9.72455860118956	NaN	0.4311582248736405	12.112786134291323	5.656665288109665	0.8370664289017273	0.986833149058369	0.02972842165772966	0.1768364662752732	17	15	2	71	82	61	92	16	67	32	97	15	72	41	45	63	28	0	44	41	4	44	1	16	83	45	3	51	62	26	2.178956760646154	0.07295345892273691	0.15662727909583893	0.4716538036893947	0.29876545829202866
3200000	12.947062450470005	NaN	12.947062450470005	NaN	0.41396903981618516	10.33383976298061	5.336921866130421	0.18963316262285584	1.135899529520689	0.03329518265671318	0.16874641095222298	2	49	99	25	73	74	67	86	45	94	92	80	66	95	45	86	33	85	87	99	14	78	9	73	2	60	16	51	53	79	1.2042166657396505	0.35368293460065725	0.23508208538769848	0.25499496276410744	0.15624001724753614
3300000	12.334416478664316	NaN	12.334416478664316	NaN	0.4109247554981297	11.00571935189173	5.570500477437986	0.05220252432283004	0.9505621870721267	0.06094676681538224	0.25483584728309283	26	75	3	18	54	16	96	86	10	87	11	34	56	8	9	50	8	42	21	99	93	38	2	20	23	45	71	45	41	5	1.2255393145418654	0.1386012836041972	0.23909884325450204	0.08577627932048246	0.5365235938208176
3400000	15.427637136202803	NaN	15.427637136202803	NaN	0.42799248639280657	12.800898140737688	5.648684659415444	0.18738538859669648	1.1204441648669963	0.08259060270437413	0.27020632059100835	97	48	98	79	69	35	81	11	82	68	48	98	17	6	81	49	40	95	66	86	83	59	82	50	78	62	20	90	23	9	0.23931658308495446	0.29288718808160985	0.1526538010296612	0.28645617484364505	0.26800283604508335
3500000	16.73302815563269	NaN	16.73302815563269	NaN	0.43661859707994294	14.842837854033135	5.8278132914105605	0.03519638895531452	0.9552846532757555	0.029279964206930825	0.1755561692327426	78	24	37	16	94	71	25	0	57	57	75	74	56	29	82	61	46	25	39	81	78	50	70	99	12	8	67	3	34	38	1.0909447773045229	0.5060612814907062	0.16946949466518876	0.19609077009405437	0.12837845375005014
3600000	10.13364634134005	NaN	10.13364634134005	NaN	0.4441986802387798	9.390910791617204	5.590798742950263	0.5869547858774135	1.0397373177384313	0.06218387464919666	0.24413126242931704	20	23	70	13	77	83	81	17	68	47	76	42	11	95	81	92	45	51	96	5	54	4	74	85	32	88	85	95	28	14	1.8282969041110892	0.27512369612223675	0.2722701457603097	0.31993200219765405	0.13267415591979892
3700000	9.801392210324163	NaN	9.801392210324163	NaN	0.5186751344519599	7.735016094656519	5.838380154367841	0.04898049892986793	0.9459686653313825	0.04437636049868148	0.21617858632822987	58	37	7	91	33	7	92	16	92	70	91	34	81	18	27	69	63	85	34	78	42	58	82	55	21	51	46	56	12	6	4.183962188921628	0.23982260247634718	0.24075098510965343	0.3286814839604416	0.19074492845355723
3800000	13.549838211328895	NaN	13.549838211328895	NaN	0.39590773802482493	11.683270815865667	5.209537659631812	0.0200834400427118	0.9745675761912009	0.03326452757761207	0.19398745102379797	57	77	22	62	40	61	3	37	37	18	67	22	11	28	29	60	5	20	3	32	45	70	16	53	74	25	5	93	76	62	1.0483089547283708	0.24492838981137272	0.21703805881771865	0.46664127028562163	0.07139228108528639
3900000	-2.0930855475145997	NaN	-2.0930855475145997	NaN	0.7848946540165562	-2.9814163540531906	5.59760171231222	0.001992832725941431	0.9593362753507534	0.05037552823201919	0.2324185977346515	71	10	77	36	47	59	36	38	69	31	36	10	71	58	99	62	33	16	17	7	98	65	4	41	2	13	28	5	32	62	9.735837282253566	0.0690167882829178	0.46391681535203744	0.26414078629269405	0.20292561007235013
4000000	13.277216464503823	NaN	13.277216464503823	NaN	0.31628865066344697	14.129898159235104	4.857470669876669	0.10786994477707006	0.9518470769845498	0.02492152038283083	0.16298449452511707	44	64	37	80	31	28	19	4	22	37	24	34	85	79	12	46	7	32	10	78	79	76	45	24	66	60	74	74	46	90	2.6221550366544877	0.2781170943502885	0.37800833980446885	0.2123636230571937	0.13151094278804848
4100000	11.947380811191858	NaN	11.947380811191858	NaN	0.5393902675522848	12.483722014470324	5.768598496896793	0.23611650205050608	0.954968853799069	0.04571939875972136	0.20695724701288812	62	7	9	64	4	74	82	87	82	65	99	87	92	41	1	42	24	47	16	21	76	94	34	86	95	10	99	26	79	23	3.1364097219099953	0.07209994530969811	0.3572558355130615	0.1856905483022394	0.38495367087500043
4200000	8.491119901428377	NaN	8.491119901428377	NaN	0.7311574724629596	4.128284875329387	5.474376326350455	0.004269583321157599	1.0299371311340038	0.0186029284120173	0.13423538417810046	74	53	60	53	36	76	51	48	41	38	77	85	82	7	63	43	85	55	71	81	21	86	42	52	40	46	77	2	33	81	0.3831215050555002	0.2752499604348717	0.1450313644290265	0.4302628829922919	0.1494557921438092
4300000	8.926721010339197	NaN	8.926721010339197	NaN	0.5969739994636947	7.695529773754656	5.346532247781511	0.011287165999518463	0.9527305551661193	0.02949410329845801	0.18266595280725106	0	37	39	95	80	34	46	29	83	46	82	76	17	99	8	32	6	44	28	38	19	35	27	55	3	4	69	68	46	2	4.183437420558442	0.5435635927575174	0.17705406677064708	0.18745192771578162	0.09193041275605321
4400000	9.857342580937534	NaN	9.857342580937534	NaN	0.5869504891840148	9.510320680549587	5.276737935399269	0.6487439572771257	1.0926007749691597	0.04139716242894127	0.19403236683064687	76	33	42	40	58	27	22	92	38	54	45	90	16	63	33	34	86	72	46	2	42	79	27	48	33	93	61	80	17	88	1.3595178820183471	0.14434966544758482	0.2056073874145971	0.3869526113318666	0.26309033580595087
4500000	16.305784144823715	NaN	16.305784144823715	NaN	0.2776620211106987	14.288128759264021	5.486360176149357	0.008185094511979182	0.9530481119826999	0.06381741814957234	0.2604163309365447	54	22	26	93	28	38	51	64	49	19	59	13	63	11	46	49	84	7	4	0	70	42	18	5	80	5	83	35	96	86	3.148668883864025	0.1835421849069336	0.4389497522374451	0.07078909261583183	0.3067189702397887
4600000	14.840082737898513	NaN	14.840082737898513	NaN	0.2773804885835613	15.618942027491	5.246866573478996	0.2724399438436917	0.9936810501987356	0.05074052779138537	0.2239217858297764	6	91	54	14	45	2	87	12	93	93	87	51	59	87	14	71	48	21	47	29	69	53	52	95	83	42	6	85	2	97	1.0029678556710298	0.06882600668985445	0.15437181729614913	0.5595699553800555	0.21723222063394015
4700000	12.603144394696674	NaN	12.603144394696674	NaN	0.495522713965652	10.969066937312444	5.444228109144644	0.4020446467591466	0.9577945795194647	0.08040524952364947	0.2687186149107568	24	72	40	64	48	93	66	11	90	25	38	76	21	92	64	6	18	84	77	98	13	81	4	57	20	93	84	35	41	79	1.3281037974331955	0.3604940428179244	0.1882718726861512	0.15630428478930494	0.29492979970661864
4800000	9.57187090859952	NaN	9.57187090859952	NaN	0.4590143861870052	8.313126760373954	5.101147651296215	0.05939000724604726	1.0354383648026384	0.027756477280423266	0.16359178171905253	42	55	61	65	99	69	53	73	53	30	45	10	8	83	80	63	94	42	12	66	25	23	60	87	22	39	95	83	89	56	0.11742434491930294	0.21862496666821338	0.10995554889000547	0.2960101340017643	0.3754093504400161
4900000	10.042548813802957	NaN	10.042548813802957	NaN	0.5242854778037441	10.151886130189537	5.507459011606531	0.7833889890162634	1.0895391176964326	0.07897744812766669	0.2589387382362701	17	17	21	45	64	74	96	28	44	92	84	5	48	91	58	87	96	4	93	97	48	80	75	78	91	84	23	40	92	97	1.7291465947717624	0.4248100734571856	0.22997283704263943	0.19702406846921833	0.14819302103095594
5000000	18.281485096704035	NaN	18.281485096704035	NaN	0.3812903388931245	14.29619230091407	5.7110879037747155	0.017551716682813846	0.9417410700077169	0.02065570791354181	0.15588401769073656	84	30	45	74	18	52	66	59	41	11	65	20	37	13	21	2	58	49	24	17	58	56	70	80	54	24	30	12	14	8	1.3674446430035956	0.32054718280474437	0.2968728311613289	0.21467605424336383	0.1679039317905623
5100000	11.312808032675639	NaN	11.312808032675639	NaN	0.37309936009636807	8.621005142303233	5.327888126563255	0.1909411506656089	0.9233839999203887	0.03348013877773582	0.19238509258493808	89	16	30	4	37	41	2	14	4	13	90	29	72	20	63	7	20	66	53	40	45	37	92	52	42	82	36	11	38	44	0.5223359895188602	0.22669328413330045	0.17736243336190582	0.20665816409562926	0.38928611840916383
5200000	11.179930142995667	NaN	11.179930142995667	NaN	0.39045679862239135	10.817085679177723	5.057942643541037	0.11123306846347449	1.0128040529096565	0.07975049719970687	0.28666725061035886	58	31	17	43	61	64	12	8	89	13	74	98	36	14	93	11	11	40	35	53	31	65	17	77	39	93	42	49	90	34	4.9679038522972245	0.33694599686560245	0.2504423623187175	0.2771276237472269	0.13548401706845248
5300000	-2.6104868766649805	NaN	-2.6104868766649805	NaN	0.5142794069384609	3.7695294621057878	4.599669689947752	0.05669973706650385	1.0635766653178462	0.06269354036114426	0.2396982073268392	48	19	88	66	66	25	27	16	24	98	77	71	94	54	1	68	33	24	9	67	83	27	28	90	11	75	33	90	66	74	9.18885280269119	0.2937039363444013	0.17784837511698307	0.10399283099264885	0.42445485754596624
5400000	11.759386929881241	NaN	11.759386929881241	NaN	0.4339189787933067	9.80873267515802	5.077447174778923	0.07268448138491768	0.982592494825638	0.035387513032574036	0.18818796015657624	94	45	80	34	54	91	22	6	62	62	7	16	4	91	99	91	52	8	55	9	94	58	68	41	84	45	48	63	45	44	0.26064660436597303	0.28718681532221585	0.3783905200633674	0.1538702889963548	0.18055237561806148
5500000	11.949710977327793	NaN	11.949710977327793	NaN	0.35030714993286227	12.051148572321264	5.768988312336572	0.7026966944953396	1.039048808780378	0.043873541330270334	0.2063356532216804	10	4	3	27	34	94	64	12	1	32	87	2	35	61	28	70	85	83	78	69	76	78	74	96	66	26	43	58	21	84	2.199607500549818	0.35836313185252344	0.21765971684935387	0.17031088308380135	0.25366626821432087
5600000	11.946671942789491	NaN	11.946671942789491	NaN	0.5887617760317466	8.510444397954156	5.327775007370528	0.023318483349017278	1.0230373930520151	0.05065255291625379	0.22388775289638663	16	12	2	62	36	18	87	68	6	87	93	74	40	37	50	12	69	66	10	63	83	93	75	76	6	91	97	22	70	55	1.3588815230679683	0.1088726526853142	0.328097082490325	0.30615024024985676	0.25688002457450354
5700000	13.507184565728222	NaN	13.507184565728222	NaN	0.31909889114873563	13.257134597431017	4.9313659291597824	0.015846804845675057	1.0109743361372996	0.028336534874854567	0.16661575962298358	88	46	26	27	38	29	80	33	46	95	7	84	54	25	69	84	62	4	92	57	81	53	38	29	36	32	76	41	25	3	4.029221134257345	0.16962874576754328	0.4518173117339639	0.22061534884446576	0.15793859365402663
5800000	16.172348500389013	NaN	16.172348500389013	NaN	0.4414339876498985	12.68722217816763	5.5477102656633255	0.14480567375478653	0.956544525066778	0.03159552807206008	0.17913646295002092	26	11	27	64	79	40	16	92	16	36	51	32	50	47	72	75	30	63	13	21	25	47	83	43	73	84	10	88	0	30	0.6645585927692403	0.31532729540751026	0.20096986564352748	0.24604119319072365	0.23766164575823814
5900000	22.120430327187293	NaN	22.120430327187293	NaN	0.21923834019843316	19.085496930950566	5.369492539121268	1.4684848891726297E-4	0.9734529169149622	0.03952266317956855	0.19476557272537778	33	43	97	99	33	93	20	7	84	86	40	82	21	60	44	73	38	27	63	42	30	3	81	60	43	71	8	26	88	79	5.373081154547147	0.1101823861412739	0.527019954730672	0.24177212335250597	0.1210255357755477
6000000	6.956352733859586	NaN	6.956352733859586	NaN	0.3663677642644868	11.319862620789248	4.814780538515201	0.841414708237776	0.9525791014264376	0.02646678644510302	0.16737489471825734	14	67	68	22	22	85	83	14	22	9	8	90	73	52	46	75	0	14	4	79	4	1	56	54	34	43	25	61	52	97	3.3164139359162776	0.3590316943009918	0.2595879892242403	0.25379150936327466	0.1275888071114927
6100000	8.670057139410352	NaN	8.670057139410352	NaN	0.35719215929310444	5.968336329481665	5.7856603810152905	0.12382241542481776	1.0236371867883893	0.060817855399607774	0.23667062290967794	6	72	35	38	16	63	71	93	87	98	22	78	58	40	59	79	99	8	36	43	9	34	9	67	55	58	89	82	63	90	1.5062512145449352	0.18998661759605343	0.24895959461882558	0.25456478070866434	0.3064890070764561
6200000	20.01105997357326	NaN	20.01105997357326	NaN	0.29498942360249625	16.162730598653575	5.651658725034667	0.032462924116400955	1.061458023684967	0.08347013083089622	0.27435613570736694	92	30	98	75	87	90	22	25	14	72	2	30	59	71	58	4	1	13	73	89	0	53	4	33	0	95	62	10	98	68	0.915064853705544	0.3479678883953674	0.2753708837719236	0.15051273108635105	0.2261484967463574
6300000	5.318013302072212	NaN	5.318013302072212	NaN	0.5799499204076235	6.324383997930159	5.386713032489155	0.13877122388763552	0.9435122744883769	0.04030335744959656	0.2043217354923866	53	19	88	26	34	51	5	32	28	74	88	53	35	10	86	55	65	81	17	77	56	64	37	4	46	38	3	23	67	94	18.01967213025974	0.332115560635674	0.12531054281711007	0.21939305763066683	0.32318083891654864
6400000	15.658574135245205	NaN	15.658574135245205	NaN	0.3404505292441814	12.814287557521336	5.1262001703876745	0.023574966287002355	1.0569803308650485	0.06551849599258877	0.24998707653189764	71	18	3	29	28	31	63	10	18	72	17	34	98	62	54	49	40	26	17	27	96	10	83	94	29	38	45	75	66	54	1.1577068486475721	0.4214668363763525	0.21198393428984802	0.21066148398606946	0.15588774534772948
6500000	13.405171917629687	NaN	13.405171917629687	NaN	0.217317201171832	16.58221500707819	5.467315222753253	0.8350426424552108	1.1617007800455348	0.09747778381808513	0.28956437677634417	35	36	84	48	31	17	93	96	74	98	72	86	90	44	77	20	1	13	92	33	71	5	82	52	35	94	24	53	87	74	4.77397617140056	0.30005175709582155	0.2825675021097424	0.3681398261324635	0.04924091466197206
6600000	14.019840827035042	NaN	14.019840827035042	NaN	0.2700416282068718	16.474284593364242	5.384330813887299	0.9671588715685482	1.0099764272698826	0.055787634974396205	0.22955375853811819	42	98	62	46	18	17	39	74	81	91	97	87	84	44	0	17	97	68	23	29	73	49	57	81	29	90	61	94	64	91	4.829420607400885	0.16802525926103348	0.11549330523150328	0.2611801054416657	0.45530133006579704
6700000	8.889227542672213	NaN	8.889227542672213	NaN	0.35692310813061684	12.362348143407484	5.220924095774936	1.8960013622443597	0.9328019787049864	0.06491015422020717	0.26470721831377697	72	36	61	8	98	17	63	49	31	43	22	12	4	92	10	80	43	9	5	23	32	6	59	31	27	48	25	42	71	22	2.7790547778564085	0.23429892449197698	0.22134980487883685	0.29424116320755656	0.2501101074216291
6800000	4.797221345639063	NaN	4.797221345639063	NaN	0.40847783102480756	3.5444559830953484	5.381991263574671	0.2947447942356511	1.049173769837118	0.051209950744668074	0.2199662785115094	88	19	39	74	71	96	42	56	7	68	60	18	23	2	95	68	2	40	49	44	86	13	42	25	46	95	93	77	64	79	1.5571473432692589	0.18873580669313622	0.42251148265935246	0.2729597166545308	0.11579299399297999
6900000	12.302884569920165	NaN	12.302884569920165	NaN	0.4081178307890196	12.448955645924197	5.560945304245957	0.3329208188992022	0.9061296618443779	0.034066519090851836	0.18968423899667702	67	75	50	71	43	91	97	10	7	47	70	80	7	13	10	23	43	83	43	48	58	92	49	20	31	56	33	7	16	47	1.5799194609903326	0.0908774089590294	0.33827017955028527	0.45155518628329394	0.11929722520739083
7000000	14.823559161539938	NaN	14.823559161539938	NaN	0.32066451940270635	13.234440052986916	5.767813073024268	0.25424394051379307	0.9959423227007925	0.019014468292157593	0.1410884134068975	27	44	50	32	52	51	18	95	51	67	55	50	66	75	34	41	50	32	5	22	2	33	81	87	85	44	34	59	1	84	2.997372669598681	0.29451085441125324	0.2668299428160081	0.22623916435370547	0.2124200384190327
7100000	12.723651774018021	NaN	12.723651774018021	NaN	0.3850994786890144	10.60343536659924	5.368960652019161	0.046312754397235895	0.9358795541574944	0.025622245668407116	0.1714276778945449	15	27	79	66	91	24	17	38	83	49	22	34	16	8	47	49	14	39	85	17	71	37	6	81	89	33	60	0	95	26	3.328106611117315	0.11892672678803276	0.17194522038640128	0.3493735248581086	0.3597545279674569
7200000	17.49002011341966	NaN	17.49002011341966	NaN	0.32057785509323933	13.096289546770606	5.357632225016807	0.008886735426393746	1.0109493480923297	0.04314221683250441	0.2055262390385829	38	74	48	10	64	79	36	6	11	57	83	86	94	46	95	21	62	27	18	36	71	52	6	25	79	80	58	92	21	65	0.8104635625943244	0.12126637822238946	0.32606689247717335	0.2874415076698119	0.2652252216306247
7300000	12.693438820968343	NaN	12.693438820968343	NaN	0.37311242275551204	9.116500259101908	5.816482186110275	0.03774868543530455	0.9611241581180353	0.07124254436994794	0.2627773670917742	56	2	48	39	11	46	81	28	1	86	78	87	83	89	26	17	70	8	25	86	43	25	74	93	61	98	18	32	95	6	0.6606096814410266	0.2224689212305388	0.32791458333973555	0.19349303401746365	0.2561234614122614
7400000	11.214959151597043	NaN	11.214959151597043	NaN	0.41907207158489485	10.091446891673122	5.262092190947073	0.2183696541494284	0.9921355287604869	0.02738367267232281	0.16759900240008066	49	7	45	14	84	41	37	89	34	25	91	71	31	24	59	83	69	59	26	63	0	89	15	94	85	31	23	79	57	4	2.565295990877531	0.4456121695493604	0.21653248538079664	0.14872351173168646	0.189131833338156
7500000	13.582011316436898	NaN	13.582011316436898	NaN	0.35069801396086225	11.178481824362215	5.307892666448605	0.11270768063640803	1.0525171020201796	0.0639868282635096	0.24220268081280524	16	27	53	14	72	81	98	80	83	95	21	62	93	85	42	6	68	55	94	37	84	54	20	26	33	22	54	49	49	29	0.4650034614433698	0.2360149494980451	0.24020106117325113	0.11011034070347035	0.4136736486252329
7600000	12.673563231402168	NaN	12.673563231402168	NaN	0.3138074127723541	12.1228191890353	5.462655204874753	0.22229981348024852	0.9043997694643414	0.06368080195111289	0.26360947013766756	81	45	3	6	1	31	91	75	12	26	33	47	29	55	7	87	86	94	40	42	64	65	70	72	37	64	5	96	5	0	2.866271497513472	0.08476805556269529	0.31001661570461736	0.41446315771587205	0.1907521710168148
7700000	11.489639742798149	NaN	11.489639742798149	NaN	0.5777895175882372	8.338061251927435	5.41377868809897	0.07467164299293964	0.9211557335835148	0.07979111652972817	0.2813004519605838	67	95	20	64	73	98	41	19	29	26	29	47	59	35	41	50	52	67	81	2	27	7	99	47	98	42	76	17	91	5	3.045653648279228	0.24649627163033516	0.2326722429275322	0.30120563951134016	0.21962584593079193
7800000	9.05920918048313	NaN	9.05920918048313	NaN	0.407958999565547	9.620544034565189	5.142970588155405	0.05536088813133647	1.015177848645654	0.03931018528605295	0.1980314038423085	95	84	99	15	56	44	93	4	97	79	95	71	36	24	32	16	50	31	9	0	3	77	22	18	1	39	37	18	94	41	16.304258103967605	0.31830050887237293	0.2579469982403845	0.2737559303304067	0.1499965625568354
7900000	13.738905883247106	NaN	13.738905883247106	NaN	0.4904238230790257	11.292613574701106	5.365818417077084	0.2917194096461904	0.9354434765859944	0.04759224433500426	0.22098016062250123	83	60	8	88	48	39	89	50	72	57	69	46	99	20	5	4	1	2	45	97	36	30	57	59	97	5	17	58	70	94	0.35563900660318676	0.3530137940053308	0.18197307591793213	0.24391933194340445	0.2210937981333322
8000000	5.510319836084456	NaN	5.510319836084456	NaN	0.6748795060647368	5.721621141191225	5.372296035570529	0.7501253486560344	0.9791209381468549	0.04740983750938941	0.22359157664157525	29	69	27	92	59	66	21	24	3	77	22	20	13	37	97	48	14	18	45	35	5	76	1	77	82	81	92	17	69	87	1.6009753616530282	0.29902282121139195	0.1466552456339478	0.1524378425969906	0.4018840905576694
8100000	10.445959586411544	NaN	10.445959586411544	NaN	0.37770713660653166	9.519224245270216	5.450816533713391	0.09223396434561404	1.0512497345605594	0.03588418267335859	0.18044349019473005	60	41	67	60	54	56	93	78	94	56	72	30	79	40	67	88	71	30	38	27	45	20	30	16	20	51	83	76	46	88	0.8852392763506034	0.044351317817590996	0.30470399996171077	0.298251829306166	0.352692852914532
8200000	18.074035502466284	NaN	18.074035502466284	NaN	0.23622579084973405	14.74035893905533	5.647584204168254	0.0262620075875792	1.0574225229450793	0.023816034292525916	0.1510813750677058	89	30	76	80	80	22	95	27	56	28	19	79	18	47	41	90	89	49	68	64	36	28	78	71	81	97	2	54	0	99	1.9798925863991872	0.16854297641651228	0.19254875348641437	0.41136878770998564	0.22753948238708746
8300000	5.221695391567726	NaN	5.221695391567726	NaN	0.4696973617518515	7.2377914557049055	5.946506514504663	0.5481988431034899	0.9647152613664683	0.06389236995674258	0.2521627190701755	71	18	38	73	16	57	56	85	53	12	43	82	29	46	17	70	38	14	98	79	78	93	97	44	49	60	6	56	31	7	8.386079440014042	0.27210964159019024	0.16616434795617463	0.28579680971875293	0.2759292007348818
8400000	14.495327114869946	NaN	14.495327114869946	NaN	0.41421287470697155	12.45574683473161	5.775913423271706	0.11567766016099798	1.0875084968478035	0.06746532118881733	0.25075409235516066	74	13	85	36	88	11	44	36	11	91	53	21	95	79	61	21	92	94	81	46	68	24	0	95	32	49	98	10	27	70	3.285228921815303	0.1967182186375831	0.2996026904896124	0.3001535426952223	0.20352554817758184
8500000	5.410500657324361	NaN	5.410500657324361	NaN	0.530211415245468	9.26271425059507	5.138032170609825	0.5518086360226359	1.0298805672288391	0.04406579610168997	0.21927084434361363	65	1	29	67	5	14	54	32	3	65	43	44	15	19	75	84	76	49	96	42	79	49	78	47	77	2	70	19	12	12	5.478507066101127	0.5036178202300274	0.1918012771481497	0.251111566882152	0.0534693357396705
8600000	16.10722546206592	NaN	16.10722546206592	NaN	0.3522173068323994	14.264377516160513	5.839809790548444	0.013907415952132513	1.0702478142866	0.06920880286828701	0.2439122007850002	28	12	62	99	89	46	53	32	74	14	36	22	78	80	91	52	27	33	89	77	61	98	42	88	81	82	98	30	95	74	5.577468038821659	0.20891439011625573	0.1722845058321705	0.4116545781239931	0.20714652592758037
8700000	2.671499383778979	NaN	2.671499383778979	NaN	0.5781505063333494	3.538081670354754	5.808219725686543	0.43262461586055456	1.045850507342307	0.01745206333711978	0.13071572551589808	2	97	4	76	41	66	43	27	65	41	32	59	18	34	71	67	70	6	87	95	55	72	58	49	54	71	10	97	82	21	7.949985081429404	0.3003060984638796	0.22182678109130427	0.1702424133275547	0.3076247071172612
8800000	8.253919480116659	NaN	8.253919480116659	NaN	0.2751361243271036	14.060974566550831	5.179424961071903	0.6145171395822913	0.9359372258198316	0.07837653616273593	0.26759350647204394	60	12	21	84	5	43	79	78	96	76	97	1	36	6	63	31	57	83	4	18	93	60	87	69	94	96	24	75	69	15	36.3100733824184	0.08786585965489595	0.302835385091208	0.30665734796475064	0.3026414072891451
8900000	14.541842647777061	NaN	14.541842647777061	NaN	0.2645191675542639	14.044975401177902	5.687622287581292	0.17512710145916863	1.0002552146959538	0.04683899376082562	0.22039264200891934	61	59	35	46	73	62	13	31	91	21	4	43	34	87	98	67	55	80	1	25	50	14	45	19	27	79	64	49	75	12	0.29169115395442224	0.15092794344776878	0.07484861860719164	0.4458351648164641	0.3283882731285752
9000000	11.428392995829146	NaN	11.428392995829146	NaN	0.3509259939477933	11.480658689138103	5.718727335673672	0.6709156393643156	1.0075711774853027	0.05672620916995724	0.23758055612973022	68	66	18	12	17	3	43	45	63	80	33	97	73	37	43	5	52	88	81	4	95	57	15	0	75	58	40	98	46	18	1.2228086812062906	0.2157133420325406	0.17935426138398286	0.44701742006477546	0.1579149765187009
9100000	3.5523547493543153	NaN	3.5523547493543153	NaN	0.5502760891682923	4.111891905584273	5.906120046975447	0.0116498124425364	1.0198863525009247	0.08896073058375882	0.28920607258305314	9	65	19	0	98	38	68	64	21	0	83	4	28	62	49	82	9	93	58	24	83	74	92	79	17	39	27	5	74	96	6.367091801775016	0.08029322944582211	0.2300460413768618	0.5243771631740339	0.16528356600328212
9200000	15.18178395503476	NaN	15.18178395503476	NaN	0.3576140246879581	10.555627339590444	5.659140672270655	0.002177947111025333	1.0134696865096358	0.03087315534892876	0.1795332676619151	84	77	94	11	42	2	86	55	11	78	36	55	91	31	66	38	39	52	42	64	57	29	1	90	14	56	57	18	52	39	3.746472091937472	0.2520360321286025	0.25766236118168956	0.2524761598814782	0.23782544680822976
9300000	16.13659213406189	NaN	16.13659213406189	NaN	0.37108978299299394	12.7165664595577	5.296785347619232	4.277823435020607E-4	0.9680979172509901	0.01915633248542532	0.14137836843278143	84	82	67	22	44	65	17	40	55	38	61	90	23	26	74	43	72	12	57	10	81	25	36	43	52	34	4	50	68	32	11.726193634947847	0.2376846640743242	0.3127628836346332	0.2047362141214072	0.24481623816963538
